customerID,Customer Title,Customer Birth Date,Came From Paid Acq?,# Months since first Purchase,InternetService,Has contacted CS,Has RakutenTV,PaymentMethod,Last Purchase Amount,Total Purchase Amount,Churn
9209-NWPGU,Mr,04/21/1966,No,44.0,,,Yes,Credit card,65.4,2774.55,No
6961-VCPMC,Mr,09/09/1973,Yes,46.0,,,No,Credit card,80.4,3605.2,Yes
7306-YDSOI,Ms,08/18/1979,Yes,69.0,,Yes,No,,59.75,4069.9,No
5288-AHOUP,Mr,04/07/1955,No,11.0,Fiber optic,No,No,PayPal,78.5,874.2,No
6688-UZPWD,Mr,10/13/1952,Yes,11.0,,Yes,Yes,Credit card,102.0,1145.35,Yes
0655-YDGFJ,Mr,03/17/1955,No,29.0,,Yes,No,Bank transfer (automatic),48.95,1323.7,No
8468-EHYJA,Mr,12/03/1978,Yes,57.0,Fiber optic,Yes,Yes,Bank transfer (automatic),99.65,5497.05,No
6823-SIDFQ,Mr,03/15/1954,No,28.0,DSL,Yes,No internet service,Bank transfer (automatic),18.25,534.7,No
1097-FSPVW,Ms,04/14/1956,No,42.0,Orange,No,No,Credit card,54.55,2455.05,No
2839-RFSQE,Miss,03/20/1952,No,2.0,,Yes,No internet service,Credit card,20.65,38.7,Yes
8328-SKJNO,Mr,06/25/1975,No,23.0,,Yes,No,Credit card,40.65,947.4,No
7010-ZMVBF,Ms,09/30/1976,Yes,18.0,,No,No internet service,Credit card,20.45,357,No
5201-CBWYG,Mr,05/06/1972,Yes,62.0,Fiber optic,No,No internet service,Credit card,24.8,1476.25,No
0968-GSIKN,Ms,03/21/1978,No,1.0,,Yes,No,PayPal,70.8,70.8,Yes
1965-DDBWU,Ms,02/23/1978,No,16.0,Fiber optic,No,No,Credit card,89.05,1448.6,Yes
9057-SIHCH,Ms,11/13/1960,No,3.0,,Yes,Yes,Credit card,96.6,291.9,Yes
6352-GIGGQ,Mr,02/08/1963,No,67.0,Fiber optic,Yes,Yes,Credit card,88.8,5903.15,No
3635-QQRQD,Mr,05/23/1960,No,62.0,,Yes,No internet service,Credit card,20.05,1201.65,No
6771-XWBDM,Ms,12/05/1964,Yes,57.0,Fiber optic,Yes,Yes,Credit card,104.5,5921.35,Yes
2897-DOVND,Ms,05/12/1964,No,2.0,,No,No,PayPal,69.8,146.65,No
3082-YVEKW,Miss,01/13/1975,Yes,23.0,,Yes,Yes,Credit card,77.15,1759.4,No
0191-EQUUH,Ms,09/12/1961,No,25.0,,Banana,No,Credit card,35.05,844.45,No
7134-HBPBS,Mr,03/08/1970,No,72.0,DSL,No,Yes,Credit card,108.1,7774.05,No
3489-HHPFY,Mr,07/19/1962,Yes,2.0,,Yes,Yes,Credit card,84.05,134.05,No
2926-JEJJC,Ms,12/10/1966,No,8.0,,No,No internet service,Credit card,20.2,140.95,No
8601-QACRS,Ms,09/16/1950,No,5.0,DSL,Yes,No,Credit card,50.6,249.95,Yes
4950-BDEUX,Mr,11/11/1959,No,35.0,Fiber optic,No,Yes,Credit card,49.2,1701.65,No
5789-LDFXO,Mr,03/27/1957,No,24.0,Fiber optic,No,No internet service,Credit card,24.6,592.65,No
0508-OOLTO,Mr,09/23/1968,Yes,2.0,Fiber optic,Yes,No,Credit card,71.65,135.75,No
2984-TBYKU,Miss,12/31/1960,Yes,72.0,,No,No,Credit card,104.9,7732.65,No
9822-WMWVG,Miss,12/31/1963,No,41.0,DSL,Yes,Yes,Credit card,106.5,4282.4,No
2391-SOORI,Mr,06/14/1972,No,4.0,,,No,Credit card,49.35,219.65,Yes
9040-KZVWO,Ms,05/22/1959,No,26.0,,Yes,No,,75.5,2018.1,No
2645-QTLMB,Mr,04/04/1974,No,7.0,,No,Yes,Credit card,94.25,669,Yes
4806-HIPDW,Mr,03/12/1952,Yes,1.0,Orange,Yes,No,Credit card,68.95,68.95,Yes
1548-ARAGG,Mr,12/02/1968,Yes,4.0,,No,No,Credit card,58.5,224.85,No
6339-RZCBJ,Mr,12/12/1957,No,48.0,DSL,No,Yes,Credit card,78.9,3771.5,No
4424-TKOPW,Mr,10/20/1959,No,2.0,,No,Yes,PayPal,93.85,196.75,Yes
4415-WNGVR,Mr,07/15/1971,Yes,12.0,,No,Yes,Credit card,79.2,943.85,No
2522-AHJXR,Mr,09/02/1970,Yes,60.0,,No,Yes,Credit card,109.45,6572.85,No
0412-UCCNP,Miss,04/01/1959,No,55.0,,Yes,No,Credit card,59.2,3175.85,No
1816-FLZDK,Mr,10/24/1962,No,1.0,,No,No,PayPal,29.15,29.15,No
7096-UCLNH,Miss,08/15/1963,No,1.0,,,No internet service,Credit card,20.05,20.05,No
8443-ZRDBZ,Miss,03/06/1960,No,4.0,,Yes,No,Credit card,76.05,318.9,Yes
9136-ALYBR,Mr,04/21/1966,No,1.0,Fiber optic,Yes,No,Credit card,24.45,24.45,Yes
4615-PIVVU,Mr,12/02/1965,No,42.0,,No,No,Bank transfer (automatic),66.5,2762.75,No
8885-QSQBX,Miss,08/06/1965,No,1.0,,No,No,Credit card,49.55,49.55,No
7479-NITWS,Ms,04/10/1978,No,7.0,,No,Yes,Credit card,89.35,631.85,Yes
8617-ENBDS,Miss,03/22/1952,No,3.0,,,No,Credit card,73.6,232.5,No
9385-NXKDA,Mr,09/23/1978,Yes,72.0,DSL,Yes,Yes,,82.65,5919.35,No
0430-IHCDJ,Mr ,10/24/1969,No,15.0,Fiber optic,Yes,No,PayPal,49.0,749.25,No
2959-MJHIC,Mr,08/26/1966,Yes,4.0,,No,Yes,Credit card,80.35,307.4,Yes
6674-KVJHG,Mr,11/02/1966,No,11.0,Fiber optic,No,No internet service,Credit card,25.2,245.15,No
1814-DKOLC,Miss,03/10/1965,No,5.0,,Yes,No internet service,Credit card,25.45,134.75,No
4201-JMNGR,Mr,01/04/1972,No,1.0,,Yes,No,Bank transfer (automatic),55.8,55.8,Yes
9351-HXDMR,Mr,07/30/1962,Yes,72.0,,Yes,Yes,Bank transfer (automatic),110.9,8240.85,No
3537-HPKQT,Mr,02/12/1951,Yes,55.0,Fiber optic,No,No,Credit card,77.75,4266.4,No
2129-ALKBS,Miss,01/04/1953,Yes,40.0,,No,No internet service,Credit card,26.2,1077.5,No
5821-MMEIL,Mr,11/01/1978,Yes,57.0,,No,No internet service,Credit card,19.9,1115.6,No
5960-WPXQM,Miss,12/03/1962,No,1.0,,No,Yes,Credit card,79.05,79.05,Yes
0684-AOSIH,Mr,12/27/1978,Yes,1.0,,Yes,Yes,Credit card,95.0,95,Yes
8260-NGFNY,Miss,07/07/1959,No,1.0,DSL,Yes,No,PayPal,25.2,25.2,Yes
1309-XGFSN,Mr,03/26/1976,Yes,52.0,DSL,No,Yes,Credit card,80.85,4079.55,No
1866-RZZQS,Mr,10/19/1976,No,41.0,,No,Yes,Credit card,98.4,4187.75,Yes
6968-URWQU,Miss,12/28/1956,Yes,43.0,Fiber optic,No,Yes,Bank transfer (automatic),56.35,2391.15,No
4742-TXUEX,Mr,10/11/1972,Yes,47.0,Fiber optic,No,No internet service,Credit card,19.3,890.5,No
9631-XEYKE,Mr,09/18/1972,No,3.0,,No,No,Bank transfer (automatic),50.4,137.25,No
8631-NBHFZ,Ms,03/05/1957,Yes,66.0,,No,Yes,Credit card,79.4,5154.6,Yes
1335-MXCSE,Mr,09/16/1966,Yes,55.0,,No,No,Credit card,55.25,3119.9,No
8873-TMKGR,Miss,09/14/1974,No,29.0,,No,No internet service,Credit card,19.1,529.5,No
8800-JOOCF,Mr,09/27/1961,No,12.0,,No,Yes,Credit card,84.05,966.55,No
1469-LBJQJ,Ms.,07/05/1970,Yes,66.0,,Yes,Yes,Credit card,105.2,6936.85,No
4958-XCBDQ,Mr,12/13/1968,No,35.0,,Yes,Yes,Credit card,101.4,3496.3,Yes
8337-UPOAQ,Mr,05/19/1971,Yes,10.0,,Yes,No,Credit card,89.8,914.3,Yes
0064-YIJGF,Mr,09/15/1965,Yes,27.0,,Yes,No,Credit card,75.75,1929,No
2386-OWURY,Ms,04/13/1957,No,58.0,,No,Yes,Credit card,95.3,5817.7,No
1725-IQNIY,Mr,02/20/1967,Yes,54.0,,Yes,Yes,PayPal,109.75,6110.2,Yes
0310-VQXAM,Miss,10/18/1966,No,9.0,,Yes,No internet service,Credit card,19.85,178.8,No
6598-RFFVI,Mr,12/09/1973,No,2.0,DSL,Yes,No internet service,Credit card,19.3,28.3,Yes
3453-RTHJQ,Mr,06/28/1972,No,6.0,DSL,Yes,No,Credit card,69.1,435,No
6712-OAWRH,Mr,02/12/1975,No,26.0,,Yes,Yes,Credit card,91.25,2351.8,Yes
6278-FEPBZ,Mr,01/01/2021,No,9.0,,Yes,No internet service,Credit card,20.25,186.15,No
4280-DLSHD,Mr,02/15/1974,Yes,8.0,,Yes,No,Credit card,54.75,445.85,No
1508-DFXCU,Mr,12/26/1967,No,12.0,Fiber optic,Yes,Yes,Credit card,81.45,912,No
8614-VGMMV,Ms,05/19/1973,No,15.0,Fiber optic,,No,Credit card,49.1,679.55,Yes
7868-BGSZA,Mr,06/14/1962,Yes,43.0,Orange,Yes,Yes,Bank transfer (automatic),80.2,3581.6,No
2800-QQUSO,Ms,07/13/1961,No,42.0,,Yes,Yes,Credit card,100.3,4222.95,No
2930-UOTMB,Mr,12/22/1977,No,31.0,,No,No,Credit card,65.25,1994.3,Yes
7973-DZRKH,Ms,11/03/1969,No,66.0,,Yes,No,Credit card,90.95,5930.05,No
5914-DVBWJ,Mr,09/08/1964,No,18.0,,Yes,No,PayPal,85.45,1505.85,Yes
7698-YFGEZ,Mr,06/17/1962,No,1.0,,Yes,No internet service,Credit card,20.0,20,No
2533-QVMSK,Mr,08/06/1978,Yes,61.0,Fiber optic,Yes,Yes,Bank transfer (automatic),94.1,5638.3,Yes
9773-PEQBZ,Mr,04/24/1962,No,10.0,,No,No,Bank transfer (automatic),79.85,797.25,No
8644-XLFBW,Mr,01/22/1963,No,1.0,,Yes,No,Credit card,71.65,71.65,Yes
0650-BWOZN,Mr,02/07/1973,No,18.0,Fiber optic,No,No,PayPal,73.55,1359.45,No
8625-AZYZY,Ms,01/29/1958,Yes,24.0,,Yes,Yes,Credit card,104.65,2542.45,Yes
7785-RDVIG,Ms,08/06/1962,Yes,3.0,,No,No internet service,Credit card,19.3,54.7,No
9602-WCXPI,Mr,09/09/1956,No,50.0,DSL,,No internet service,Credit card,20.15,989.05,No
2903-YYTBW,Mr,11/27/1952,Yes,1.0,,Yes,No,Credit card,44.55,44.55,No
3620-MWJNE,Mr,12/22/1968,No,2.0,,No,No,Credit card,54.45,87.3,No
8573-JGCZW,Ms,04/07/1959,No,17.0,,No,No internet service,Credit card,19.65,351.55,No
6837-HAEVO,Miss,10/12/1977,Yes,69.0,,Yes,Yes,Credit card,105.0,7297.75,No
6701-YVNQG,Miss,10/30/1959,Yes,72.0,Fiber optic,Yes,Yes,Credit card,88.7,6301.7,No
9306-CPCBC,Mr,09/03/1952,No,3.0,,Yes,No,Credit card,74.25,210.3,Yes
4304-XUMGI,Miss,05/09/1952,Yes,50.0,Fiber optic,Yes,No,Credit card,75.15,3822.45,No
9504-YAZWB,Mr,06/24/1958,No,53.0,Fiber optic,Yes,No internet service,Credit card,20.25,1048.45,No
8819-ZBYNA,Mr,01/18/1972,Yes,58.0,,No,Yes,PayPal,109.1,6393.65,No
6174-NRBTZ,Mr,08/12/1960,No,46.0,DSL,Yes,No,Credit card,30.75,1489.3,No
9481-IEBZY,Miss,05/08/1979,Yes,72.0,,No,Yes,Credit card,112.9,8061.5,No
1833-VGRUM,Ms,05/16/1977,No,1.0,,Yes,No,PayPal,74.2,74.2,Yes
6137-NICCO,Ms,01/22/1956,Yes,6.0,Fiber optic,Yes,Yes,Credit card,94.05,518.75,No
9065-ZCPQX,Mr,06/15/1971,Yes,72.0,,No,No,Credit card,78.85,5763.15,No
6402-EJMWF,Ms,11/20/1979,No,4.0,,No,No,Credit card,55.3,238.5,No
3620-EHIMZ,Mr,02/25/1964,Yes,52.0,,No,No internet service,Credit card,19.35,1031.7,No
3213-VVOLG,Mr,12/22/1969,Yes,0.0,,Yes,No internet service,Credit card,25.35, ,No
6870-ECSHE,Mr,05/23/1974,No,2.0,,,No internet service,Credit card,20.45,34.8,No
8747-UDCOI,Mr ,04/07/1965,Yes,65.0,,No,No internet service,Credit card,19.35,1319.95,No
8374-XGEJJ,Mr ,08/02/1954,Yes,43.0,,Yes,Yes,Credit card,101.0,4388.4,Yes
2656-TABEH,Miss,08/31/1975,Yes,4.0,DSL,No,Yes,Credit card,100.2,420.2,Yes
6946-LMSQS,Miss,04/01/1950,Yes,25.0,DSL,Yes,No,PayPal,89.05,2177.45,Yes
4626-OZDTJ,Mr,08/01/1961,Yes,51.0,,No,Yes,Credit card,78.65,3950.85,No
9169-BSVIN,Mr,08/02/1979,No,12.0,,Yes,Yes,Credit card,74.75,827.05,No
2325-ZUSFD,Miss,04/25/1961,Yes,57.0,,Banana,Yes,Credit card,70.1,3913.3,Yes
8194-PEEBY,Ms,04/19/1955,Yes,24.0,,Yes,No internet service,Credit card,19.9,533.5,No
6872-HXFNF,Mr,01/09/1979,Yes,64.0,DSL,Yes,No,Credit card,58.35,3756.45,No
3932-CMDTD,Miss,08/24/1955,No,4.0,,No,Yes,Credit card,105.65,443.9,Yes
7714-YXSMB,Ms,09/02/1970,No,26.0,,No,Yes,Credit card,100.5,2599.95,No
8387-UGUSU,Mr,03/01/1971,Yes,15.0,,No,No internet service,Credit card,20.05,284.3,No
1080-BWSYE,Miss,04/03/1955,Yes,64.0,,No,No internet service,Credit card,25.65,1740.8,No
4039-HEUNW,Mr,11/04/1964,Yes,36.0,Fiber optic,Yes,Yes,Credit card,96.5,3436.1,Yes
1194-HVAIF,Mr,12/11/1975,Yes,27.0,,No,Yes,Credit card,95.0,2462.55,No
0812-WUPTB,Ms,09/13/1959,Yes,1.0,,No,No,PayPal,70.85,70.85,Yes
3594-UVONA,Mr,11/26/1961,No,35.0,,Yes,Yes,Credit card,85.95,3110.1,Yes
0004-TLHLJ,Miss,03/25/1967,No,4.0,Fiber optic,No,No,Credit card,73.9,280.85,Yes
1767-TGTKO,Miss,08/24/1959,Yes,8.0,,Yes,No,Credit card,45.45,411.75,No
8439-LTUGF,Ms,09/08/1968,No,10.0,Fiber optic,Yes,No internet service,PayPal,20.0,198.6,No
8805-JNRAZ,Mr,05/17/1953,No,2.0,DSL,,No,Credit card,49.2,103.7,No
5089-IFSDP,Miss,08/13/1963,Yes,58.0,,Yes,Yes,PayPal,109.45,6144.55,Yes
6418-HNFED,Mr,03/12/1974,Yes,51.0,,,Yes,Credit card,83.25,4089.45,No
0206-OYVOC,Mr,08/28/1973,Yes,46.0,,No,No internet service,Credit card,19.25,864.2,No
7291-CDTMJ,Miss,07/23/1963,No,1.0,,No,No internet service,Credit card,19.65,19.65,No
7128-GGCNO,Ms,12/24/1972,No,46.0,,Yes,No,PayPal,72.8,3249.4,No
0237-YFUTL,Mr,06/21/1971,Yes,50.0,,Yes,Yes,Credit card,109.65,5405.8,No
7691-KGKGP,Mr,08/21/1964,Yes,53.0,DSL,No,Yes,Credit card,65.0,3363.8,No
6710-HSJRD,Miss,11/22/1966,Yes,61.0,,No,Yes,Bank transfer (automatic),114.1,7132.15,No
3675-EQOZA,Ms,02/25/1963,No,5.0,DSL,Yes,No internet service,Bank transfer (automatic),20.65,93.55,No
0840-DCNZE,Mr,10/24/1952,No,47.0,Fiber optic,No,Yes,Credit card,86.95,4138.9,No
1732-FEKLD,Mr,06/24/1971,No,54.0,DSL,No,Yes,Bank transfer (automatic),94.75,5121.75,No
9862-KJTYK,Mr,06/09/1966,No,19.0,,Yes,No,,25.35,566.1,No
0479-HMSWA,Mr,04/01/1979,No,26.0,,No,Yes,Credit card,105.45,2715.3,No
5854-KSRBJ,Mr,02/11/1951,Yes,70.0,,Yes,No internet service,PayPal,25.4,1782.05,No
0365-BZUWY,Miss,02/11/1978,Yes,17.0,DSL,Banana,Yes,Bank transfer (automatic),102.55,1742.5,No
4817-VYYWS,Mr,08/30/1978,No,30.0,,Yes,Yes,Credit card,100.2,2983.8,Yes
5701-SVCWR,Ms,01/23/1964,No,1.0,,No,No internet service,Bank transfer (automatic),24.0,24,No
3129-AAQOU,Mr,05/13/1974,Yes,19.0,,No,No internet service,Credit card,25.6,485.9,No
4922-CVPDX,Mr ,11/12/1959,Yes,26.0,Fiber optic,Yes,Yes,Credit card,73.5,1905.7,No
1396-QWFBJ,Ms,10/30/1956,Yes,21.0,,No,No,Credit card,74.05,1565.7,Yes
1357-BIJKI,Ms,01/08/1954,Yes,50.0,DSL,Yes,Yes,PayPal,98.25,4858.7,No
1099-BTKWT,Mr,02/26/1955,Yes,68.0,,Banana,Yes,Credit card,54.4,3723.65,No
5299-SJCZT,Mr,09/06/1967,No,3.0,,No,Yes,Credit card,101.55,298.35,Yes
2018-PZKMU,Mr,05/06/1957,Yes,9.0,Fiber optic,Yes,Yes,PayPal,103.1,970.45,No
7340-KEFQE,Ms,02/27/1963,Yes,51.0,,No,No,Bank transfer (automatic),34.2,1782,No
4570-QHXHL,Ms,12/03/1970,No,9.0,,Yes,No,PayPal,43.75,405.7,No
2403-BCASL,Miss,12/10/1958,Yes,41.0,,Yes,Yes,PayPal,111.95,4534.9,Yes
7392-YYPYJ,Ms,12/28/1979,No,22.0,,No,Yes,Credit card,100.65,2415.95,No
2898-LSJGD,Mr,06/18/1971,Yes,21.0,Fiber optic,No,Yes,Credit card,55.95,1157.05,Yes
2223-GDSHL,Ms,08/29/1970,Yes,71.0,Fiber optic,,Yes,Credit card,116.05,8297.5,No
7359-PTSXY,Mr,08/06/1954,No,1.0,DSL,No,No,Credit card,45.75,45.75,Yes
9470-RTWDV,Miss,12/03/1961,Yes,26.0,,No,Yes,Credit card,82.0,2083.1,No
2176-OSJUV,Mr,05/31/1956,Yes,71.0,,Yes,No,Credit card,65.15,4681.75,No
9348-YVOMK,Ms,08/30/1973,No,4.0,,No,No,,44.8,176.2,No
8104-OSKWT,Mr,02/12/1971,No,12.0,Fiber optic,No,No,Bank transfer (automatic),79.8,1001.2,No
4521-YEEHE,Mr,10/04/1962,Yes,18.0,Fiber optic,Yes,Yes,Credit card,88.85,1594.75,No
4090-KPJIP,Miss,02/26/1956,No,3.0,,Yes,No,Credit card,74.95,212.4,No
3786-WOVKF,Miss,09/20/1952,Yes,72.0,Fiber optic,Yes,Yes,Credit card,106.85,7677.4,No
4503-BDXBD,Mr,08/27/1979,No,11.0,,No,No,Credit card,74.95,815.5,Yes
6086-ESGRL,Mr,05/05/1974,No,1.0,,No,No,Credit card,80.15,80.15,Yes
2592-HODOV,Mr,03/15/1973,No,13.0,,No,No internet service,Credit card,19.3,259.65,No
3886-CERTZ,Ms,01/23/1970,Yes,72.0,,No,Yes,Credit card,109.25,8109.8,Yes
7995-ZHHNZ,Mr,04/27/1968,Yes,42.0,,Yes,No,PayPal,56.1,2386.85,No
3824-RHKVR,Mr,02/19/1968,No,17.0,,Yes,No internet service,Credit card,19.7,340.35,No
5816-SCGFC,Mr,09/09/1975,No,7.0,,No,No,Credit card,51.3,419.35,No
5989-AXPUC,Ms,03/25/1971,Yes,68.0,Fiber optic,Yes,Yes,Credit card,118.6,7990.05,No
4979-HPRFL,Miss,04/11/1977,Yes,56.0,,Yes,No internet service,Credit card,24.15,1402.25,No
8590-OHDIW,Miss,09/07/1974,Yes,38.0,DSL,Yes,No internet service,Credit card,20.3,749.35,No
8015-IHCGW,Mr,01/23/1968,Yes,72.0,DSL,Banana,Yes,Credit card,115.5,8425.15,No
2332-TODQS,Ms,07/06/1953,No,48.0,,Yes,No internet service,Bank transfer (automatic),25.05,1171.5,No
9278-VZKCD,Mr,07/22/1966,Yes,52.0,,Yes,Yes,Bank transfer (automatic),109.1,5647.95,No
8008-OTEZX,Mr ,05/23/1951,Yes,35.0,,No,No internet service,Credit card,19.65,708.8,No
2773-OVBPK,Mr,02/27/1977,Yes,67.0,,No,Yes,Credit card,111.3,7567.2,No
5999-LCXAO,Mr,02/18/1965,No,1.0,DSL,No,No,Credit card,29.9,29.9,No
5206-XZZQI,Mr,01/23/1950,No,53.0,Orange,Yes,No,Credit card,80.6,4348.1,No
4803-LBYPN,Ms,06/03/1971,Yes,34.0,,Yes,No internet service,Bank transfer (automatic),20.8,635.9,No
5759-RCVCB,Ms,06/08/1971,No,3.0,Fiber optic,No,Yes,Credit card,35.2,108.95,Yes
6372-RFVNS,Ms,10/15/1974,Yes,1.0,Fiber optic,No,Yes,Bank transfer (automatic),78.8,78.8,Yes
2139-FQHLM,Mr ,12/24/1955,No,19.0,Fiber optic,,Yes,Credit card,89.95,1682.4,No
8261-GWDBQ,Ms,10/09/1950,Yes,60.0,,Banana,Yes,,116.05,6925.9,No
1093-YSWCA,Mr,06/01/1971,No,11.0,Fiber optic,No,No internet service,Credit card,19.55,223.15,No
8938-UMKPI,Mr,11/01/1952,No,47.0,,No,Yes,Credit card,106.4,5127.95,Yes
0991-BRRFB,Mr ,07/05/1979,No,18.0,Fiber optic,Yes,No,PayPal,49.4,874.8,Yes
3882-IYOIJ,Ms,07/04/1960,Yes,60.0,,No,Yes,Credit card,115.25,6758.45,No
8749-TZYEC,Mr,06/06/1970,Yes,72.0,,Yes,No internet service,Bank transfer (automatic),24.8,1874.3,No
1755-FZQEC,Mr,08/21/1964,No,39.0,,No,No internet service,Credit card,19.9,791.15,No
3115-JPJDD,Mr,04/24/1969,Yes,59.0,Fiber optic,Yes,No,Credit card,81.25,4639.45,No
5600-KTXFM,Ms,09/29/1965,Yes,2.0,,No,No,,69.95,143.9,No
3871-IKPYH,Miss,08/18/1972,No,1.0,,No,No,Credit card,69.1,69.1,Yes
6319-IEJWJ,Mr,02/25/1956,Yes,20.0,,No,Yes,Credit card,90.2,1776.55,Yes
9025-AOMKI,Mr,12/13/1959,No,6.0,,,Yes,Credit card,93.55,536.4,Yes
6339-TBELP,Mr,02/20/1972,No,71.0,,Yes,No,Credit card,86.4,6172,No
7964-YESJC,Mr,07/12/1955,Yes,24.0,DSL,No,No,Credit card,66.3,1559.45,No
6173-GOLSU,Mr,01/01/1900,Yes,67.0,,,Yes,Credit card,94.65,6079,No
5275-SQEIZ,Miss,09/20/1954,No,1.0,,No,No,Bank transfer (automatic),80.85,80.85,Yes
7716-YTYHG,Mr,09/22/1956,Yes,48.0,,Yes,No,Credit card,82.05,4029.95,Yes
9938-ZREHM,Ms,02/26/1978,Yes,37.0,DSL,Yes,No,Credit card,72.1,2658.4,No
7950-XWOVN,Ms,04/16/1960,No,11.0,,Yes,No,Credit card,34.7,383.55,No
4390-KYULV,Mr,10/25/1963,Yes,3.0,Fiber optic,No,No internet service,Credit card,20.55,51.15,Yes
4647-MUZON,Ms,01/01/1967,Yes,18.0,,,Yes,Credit card,95.95,1745.5,No
9702-AIUJO,Ms,05/29/1972,Yes,50.0,Fiber optic,Yes,No,Credit card,44.8,2230.85,No
8849-PRIQJ,Ms,02/04/1965,Yes,67.0,,Yes,Yes,Bank transfer (automatic),109.4,7281.6,No
8851-RAGOV,Ms,10/11/1977,Yes,25.0,,No,No,Credit card,71.05,1837.7,No
1304-NECVQ,Miss,08/22/1958,No,2.0,,No,No,Credit card,78.55,149.55,Yes
5396-IZEPB,Mr ,09/10/1972,No,9.0,,Yes,No internet service,Bank transfer (automatic),19.7,180.7,No
1729-VLAZJ,Mr,12/19/1964,No,10.0,,Yes,No,Credit card,40.25,411.45,No
8285-ABVLB,Ms,10/17/1970,Yes,70.0,,No,No internet service,Bank transfer (automatic),19.85,1328.35,No
0701-TJSEF,Ms,05/27/1969,No,9.0,,Yes,No,Credit card,68.25,576.95,No
5712-VBOXD,Mr,12/21/1971,No,4.0,,Yes,No internet service,Credit card,20.15,68.45,No
6629-LADHQ,Miss,03/25/1953,No,2.0,,No,No,Credit card,50.95,123.05,No
8945-GRKHX,Miss,07/14/1978,No,1.0,,Yes,No,Bank transfer (automatic),78.65,78.65,Yes
1559-DTODC,Miss,09/11/1965,No,19.0,Orange,Yes,No,Credit card,25.15,468.35,No
4797-MIWUM,Miss,02/17/1971,Yes,7.0,,No,No internet service,Credit card,20.25,174.7,No
6959-UWKHF,Mr,09/13/1952,No,1.0,,Yes,No,PayPal,42.9,42.9,Yes
8720-RQSBJ,Mr,11/12/1955,No,1.0,,Yes,No,Credit card,44.0,44,No
4537-CIBHB,Ms,02/25/1977,Yes,9.0,,No,No internet service,Credit card,20.25,172.35,No
3815-SLMEF,Mr,08/30/1973,No,3.0,,No,No,Credit card,34.25,139.35,Yes
5154-VEKBL,Ms,05/04/1957,No,9.0,,No,Yes,Credit card,58.5,539.85,Yes
4324-AHJKS,Mr,04/15/1978,No,5.0,,,No,Bank transfer (automatic),55.8,300.4,No
4355-CVPVS,Ms,09/24/1952,Yes,56.0,Fiber optic,No,Yes,Credit card,88.9,4968,No
4495-LHSSK,Miss,03/06/1960,No,18.0,,Yes,No,Credit card,57.65,992.7,No
5655-JSMZM,Mr,05/06/1963,No,49.0,,Yes,Yes,Credit card,96.2,4718.25,Yes
5915-ANOEI,Ms,11/06/1951,Yes,70.0,DSL,Yes,Yes,Credit card,79.15,5536.5,No
9861-PDSZP,Mr,02/26/1955,No,72.0,,No,Yes,PayPal,108.05,7806.6,No
4505-EXZHB,Mr,07/26/1970,No,6.0,,,No,Credit card,74.4,434.1,Yes
7225-CBZPL,Mr,04/15/1950,Yes,17.0,,Yes,Yes,Bank transfer (automatic),94.8,1563.9,No
6704-UTUKK,Miss,11/11/1951,Yes,29.0,,Yes,Yes,Credit card,45.9,1332.4,No
4587-VVTOX,Mr,08/19/1974,Yes,6.0,,No,Yes,Credit card,105.3,545.2,Yes
2019-HDCZY,Miss,09/07/1978,Yes,63.0,DSL,No,Yes,Credit card,102.6,6296.75,No
4652-NNHNY,Mr,12/03/1973,Yes,16.0,,No,No,Credit card,73.85,1284.2,Yes
8788-DOXSU,Mr,05/24/1976,No,59.0,,Yes,No,Credit card,61.35,3645.5,No
7404-JLKQG,Miss,07/27/1960,No,3.0,,No,Yes,Bank transfer (automatic),57.55,161.45,No
7421-ZLUPA,Miss,12/21/1959,No,8.0,,,No,Credit card,29.25,226.95,No
8972-HJWNV,Mr,07/14/1973,Yes,7.0,,Yes,No,Credit card,84.55,646.85,Yes
3274-NSDWE,Miss,06/28/1972,No,68.0,,Yes,No internet service,Credit card,19.6,1441.65,No
2632-IVXVF,Mr,10/14/1969,Yes,68.0,,No,Yes,Credit card,111.75,7511.3,No
3692-JHONH,Mr,12/28/1954,Yes,52.0,,Yes,Yes,Credit card,106.5,5621.85,No
8915-NNTRC,Mr,07/08/1961,Yes,72.0,,No,Yes,Credit card,107.7,7919.8,No
5914-GXMDA,Mr,01/29/1965,Yes,32.0,,No,No internet service,Credit card,19.3,593.2,No
7463-IFMQU,Miss,05/31/1963,Yes,72.0,,No,No internet service,,20.05,1423.65,No
2920-RNCEZ,Ms,12/02/1956,Yes,1.0,Fiber optic,No,No,Credit card,69.95,69.95,No
2541-YGPKE,Miss,09/16/1959,Yes,42.0,,Yes,No,Credit card,63.7,2763.35,No
8515-OCTJS,Mr,02/21/1961,No,25.0,DSL,Yes,No internet service,Credit card,24.75,692.1,Yes
5382-TEMLV,Mr,10/26/1969,No,45.0,,No,No,PayPal,50.9,2298.55,No
3441-CGZJH,Ms,08/25/1956,Yes,43.0,,Yes,Yes,Credit card,60.4,2640.55,No
9592-ERDKV,Ms,10/22/1969,Yes,37.0,,Yes,Yes,Credit card,79.25,2911.8,No
2860-RANUS,Ms,09/21/1977,No,20.0,,No,No,Bank transfer (automatic),85.8,1727.5,Yes
5261-QSHQM,Ms,09/14/1959,No,4.0,,Yes,No,Credit card,24.45,86.6,Yes
